Affected user,Time,User full name,Event context,Component,Event name,Description,IP address,Origin
-,"2 Apr, 14:41",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"23 Mar, 11:10",yNuujdAG,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"19 Mar, 11:06",yNuujdAG,Assignment: Lab 7 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"19 Mar, 11:06",yNuujdAG,Assignment: Lab 7 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x82' for the assignment with course module id 'x'.,10.30.0.20,web
-,"19 Mar, 11:05",yNuujdAG,Assignment: Lab 7 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"19 Mar, 11:02",yNuujdAG,Assignment: Lab 7 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"19 Mar, 11:02",yNuujdAG,Assignment: Lab 7 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"19 Mar, 09:22",yNuujdAG,File: Lab 7 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Mar, 09:22",yNuujdAG,File: Lab 7 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Mar, 09:22",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 13:14",yNuujdAG,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 13:14",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 13:13",yNuujdAG,Assignment: Lab 6 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 13:13",yNuujdAG,Assignment: Lab 6 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x19' for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 13:12",yNuujdAG,Assignment: Lab 6 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 13:10",yNuujdAG,Assignment: Lab 6 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 11:20",yNuujdAG,File: Lab 7 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Mar, 11:17",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 10:37",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Mar, 09:10",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:10",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:10",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:10",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:09",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:09",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"12 Mar, 09:09",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"6 Mar, 11:56",yNuujdAG,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 11:56",yNuujdAG,Assignment: Lab 5  Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x32' for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 11:55",yNuujdAG,Assignment: Lab 5  Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 11:55",yNuujdAG,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 08:23",yNuujdAG,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 08:21",yNuujdAG,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"6 Mar, 08:21",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 11:09",yNuujdAG,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 11:06",yNuujdAG,File: Lab 6 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 11:06",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 11:06",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 11:06",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 11:05",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 11:03",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 07:21",yNuujdAG,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,ws
-,"5 Mar, 07:20",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"26 Feb, 11:11",yNuujdAG,File: Lab 5 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"26 Feb, 11:11",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"26 Feb, 11:09",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"24 Feb, 13:25",yNuujdAG,Assignment: Lab 4 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"24 Feb, 13:25",yNuujdAG,Assignment: Lab 4 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x26' for the assignment with course module id 'x'.,10.30.0.20,web
-,"24 Feb, 13:24",yNuujdAG,Assignment: Lab 4 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"24 Feb, 13:24",yNuujdAG,Assignment: Lab 4 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"24 Feb, 13:05",yNuujdAG,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"24 Feb, 12:36",yNuujdAG,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"24 Feb, 12:36",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Feb, 14:22",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Feb, 13:12",yNuujdAG,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"22 Feb, 13:12",yNuujdAG,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"22 Feb, 13:12",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"20 Feb, 14:24",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"20 Feb, 14:24",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"20 Feb, 14:23",yNuujdAG,Course: myCourseName,User report,Grade user report viewed,The user with id 'x' viewed the user report in the gradebook.,10.30.0.20,web
-,"20 Feb, 14:23",yNuujdAG,Course: myCourseName,User report,Grade user report viewed,The user with id 'x' viewed the user report in the gradebook.,10.30.0.20,web
-,"20 Feb, 14:23",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 13:25",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 11:40",yNuujdAG,Quiz: Group 4 MCQ,Quiz,Quiz attempt reviewed,The user with id 'x' has had their attempt with id 'x0' reviewed by the user with id 'x5' for the quiz with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 11:40",yNuujdAG,Quiz: Group 4 MCQ,Quiz,Quiz attempt summary viewed,The user with id 'x' has viewed the summary for the attempt with id 'x0' belonging to the user with id 'x5' for the quiz with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 11:11",yNuujdAG,Quiz: Group 4 MCQ,Quiz,Quiz attempt viewed,The user with id 'x' has viewed the attempt with id 'x0' belonging to the user with id 'x5' for the quiz with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 11:10",yNuujdAG,Quiz: Group 4 MCQ,Quiz,Course module viewed,The user with id 'x' viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 11:10",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 11:06",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 11:04",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 10:41",yNuujdAG,Forum: FOP2 - Discussion Forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 10:41",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 09:23",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 09:06",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 08:41",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 08:26",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 08:26",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"19 Feb, 06:27",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 04:36",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 04:22",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 03:36",yNuujdAG,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 03:36",yNuujdAG,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 03:36",yNuujdAG,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 03:35",yNuujdAG,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"19 Feb, 03:35",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"19 Feb, 03:23",yNuujdAG,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"19 Feb, 03:23",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"18 Feb, 23:26",yNuujdAG,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"18 Feb, 23:24",yNuujdAG,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"18 Feb, 23:07",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"18 Feb, 21:38",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Feb, 12:12",yNuujdAG,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 11:11",yNuujdAG,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 11:08",yNuujdAG,File: Lab 4 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 11:08",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Feb, 11:02",yNuujdAG,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 11:02",yNuujdAG,Assignment: Lab 3 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x98' for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 11:01",yNuujdAG,Assignment: Lab 3 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 11:01",yNuujdAG,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 10:50",yNuujdAG,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 10:50",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Feb, 10:50",yNuujdAG,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Feb, 10:50",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"7 Feb, 10:59",yNuujdAG,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"7 Feb, 10:59",yNuujdAG,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"7 Feb, 10:59",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"7 Feb, 10:59",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"7 Feb, 10:55",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 11:39",yNuujdAG,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 11:06",yNuujdAG,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 11:06",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 10:40",yNuujdAG,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 10:40",yNuujdAG,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 10:40",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 10:36",yNuujdAG,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 10:36",yNuujdAG,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 10:36",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 09:32",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 09:32",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 09:29",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"5 Feb, 09:29",yNuujdAG,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"5 Feb, 09:29",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"3 Feb, 23:51",yNuujdAG,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"3 Feb, 23:50",yNuujdAG,Assignment: Lab 2 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x63' for the assignment with course module id 'x'.,10.30.0.20,web
-,"3 Feb, 23:49",yNuujdAG,Assignment: Lab 2 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"3 Feb, 23:49",yNuujdAG,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"3 Feb, 23:48",yNuujdAG,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"3 Feb, 23:48",yNuujdAG,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"3 Feb, 23:48",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"29 Jan, 21:26",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"29 Jan, 11:52",yNuujdAG,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"29 Jan, 11:52",yNuujdAG,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"29 Jan, 11:33",yNuujdAG,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"29 Jan, 11:33",yNuujdAG,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"29 Jan, 11:11",yNuujdAG,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"29 Jan, 11:11",yNuujdAG,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,ws
-,"29 Jan, 11:11",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"29 Jan, 09:53",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"29 Jan, 09:53",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"28 Jan, 10:19",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 10:19",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Jan, 14:12",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"23 Jan, 14:11",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Jan, 14:11",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x43' for the assignment with course module id 'x'.,10.30.0.20,web
-,"23 Jan, 14:11",yNuujdAG,Assignment: Lab 1 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 18:55",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 18:55",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 18:54",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Jan, 18:53",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,ws
-,"22 Jan, 18:53",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,ws
-,"22 Jan, 18:48",yNuujdAG,Assignment: Lab 1 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 18:48",yNuujdAG,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 11:08",yNuujdAG,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 11:07",yNuujdAG,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 12:16",SFzgxswU,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 12:04",SFzgxswU,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 11:55",SFzgxswU,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:27",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 10:24",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:24",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:24",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 10:22",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:20",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:19",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:19",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:19",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 10:18",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:18",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:15",SFzgxswU,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:15",SFzgxswU,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 10:15",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 09:09",SFzgxswU,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,213.233.148.10,web
